pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,disc_year,discoverymethod,sy_dist
"Kepler-953 c","Kepler-953",9.10967112000,1.19000000,1.81000000,873.00,2016,"Transit",258.89300000
"Kepler-342 b","Kepler-342",15.17031800000,2.25000000,5.69000000,905.00,2014,"Transit",781.61100000
"Kepler-334 c","Kepler-334",12.75800500000,1.43000000,2.63000000,822.00,2014,"Transit",426.59000000
"Kepler-291 c","Kepler-291",5.70078600000,1.88000000,4.19000000,1035.00,2014,"Transit",1786.48000000
"Kepler-298 c","Kepler-298",22.92881000000,1.93000000,4.38000000,416.00,2014,"Transit",518.20400000
"Kepler-190 c","Kepler-190",3.76302400000,1.46000000,2.73000000,948.00,2014,"Transit",433.38700000
"Kepler-191 c","Kepler-191",17.73850600000,1.86000000,4.12000000,596.00,2014,"Transit",594.46400000
"BD-08 2823 c","BD-08 2823",237.60000000000,12.50000000,104.00000000,,2009,"Radial Velocity",41.33420000
"HD 10180 f","HD 10180",122.74400000000,5.24000000,23.90000000,,2010,"Radial Velocity",38.96070000
"Kepler-207 c","Kepler-207",3.07157100000,1.50000000,2.86000000,1556.00,2014,"Transit",875.51900000
"Kepler-224 b","Kepler-224",3.13292400000,1.39000000,2.51000000,937.00,2014,"Transit",782.08800000
"TOI-5678 b","TOI-5678",47.73022000000,4.91000000,20.00000000,513.00,2023,"Transit",165.39300000
"TOI-836.01","TOI-836",8.59545000000,2.58700000,9.60000000,665.00,2021,"Transit",27.50240000
"HIP 75092 b","HIP 75092",926.40000000000,13.50000000,568.91284853,,2021,"Radial Velocity",81.66960000
"Kepler-337 c","Kepler-337",9.69320100000,2.05000000,4.86000000,1017.00,2014,"Transit",677.97500000
"Kepler-299 d","Kepler-299",15.05478600000,1.86000000,4.12000000,729.00,2014,"Transit",1052.24000000
"Kepler-953 b","Kepler-953",88.40655258000,4.21000000,16.50000000,410.00,2016,"Transit",258.89300000
"Kepler-493 b","Kepler-493",3.00387658100,15.13000000,,1438.00,2016,"Transit",1745.77000000
"Kepler-303 c","Kepler-303",7.06114900000,1.14000000,1.55000000,521.00,2014,"Transit",209.73800000
"Kepler-137 b","Kepler-137",8.43638700000,1.47000000,2.76000000,742.00,2014,"Transit",302.97900000
"WASP-77 A b","WASP-77 A",1.36002939500,13.56000000,529.31142902,1674.00,2012,"Transit",105.16600000
"HD 22946 d","HD 22946",47.42489000000,2.60700000,26.57000000,546.00,2023,"Transit",62.77920000
"Kepler-68 e","Kepler-68",3455.00000000000,11.20000000,86.44932670,,2023,"Radial Velocity",144.16600000
"Kepler-228 b","Kepler-228",2.56654600000,1.53000000,2.96000000,1360.00,2014,"Transit",1644.61000000
"Kepler-238 c","Kepler-238",6.15555700000,2.39000000,152.52200000,1146.00,2014,"Transit",1798.75000000
"KOI-7368 b","KOI-7368",6.84303440000,2.22000000,5.56000000,805.00,2022,"Transit",264.99500000
"TOI-6008 b","TOI-6008",0.85743470000,1.03000000,4.00000000,707.00,2024,"Transit",23.10080000
"Kepler-324 c","Kepler-324",51.80561200000,3.15000000,6.20000000,410.00,2014,"Transit",501.57400000
"Kepler-188 b","Kepler-188",2.06189700000,1.68000000,3.46000000,1463.00,2014,"Transit",968.54400000
"Kepler-126 b","Kepler-126",10.49571100000,1.52000000,4.11726105,1009.00,2014,"Transit",237.40100000
"HD 134606 c","HD 134606",58.88300000000,3.37000000,11.31000000,,2024,"Radial Velocity",26.79090000
"TOI-6324 b","TOI-6324",0.27922100000,1.05900000,1.17000000,1216.00,2025,"Transit",20.54880000
"TOI-1422 b","TOI-1422",12.99894000000,3.83000000,9.50000000,870.00,2022,"Transit",155.14100000
"Kepler-136 c","Kepler-136",16.39923500000,1.99000000,4.62000000,847.00,2014,"Transit",420.81800000
"Kepler-198 c","Kepler-198",49.56741600000,2.47000000,6.66000000,465.00,2014,"Transit",495.35800000
"Kepler-398 b","Kepler-398",4.08142300000,0.93000000,0.74900000,755.00,2014,"Transit",177.35500000
"Kepler-244 c","Kepler-244",9.76729200000,2.05000000,4.86000000,791.00,2014,"Transit",1036.49000000
"Kepler-247 b","Kepler-247",3.33616000000,1.64000000,3.33000000,970.00,2014,"Transit",663.71100000
"TOI-5786 b","TOI-5786",12.77910700000,8.54000000,73.00000000,1040.00,2025,"Transit",192.47500000
"KMT-2021-BLG-0192L b","KMT-2021-BLG-0192L",,6.56000000,34.96112477,,2022,"Microlensing",5120.00000000
"TOI-4914 b","TOI-4914",10.60057000000,12.87000000,227.00000000,894.00,2024,"Transit",299.89000000
"K2-185 c","K2-185",52.71349400000,2.39000000,6.30000000,477.00,2018,"Transit",268.35700000
"Kepler-301 d","Kepler-301",13.75124300000,1.75000000,3.71000000,725.00,2014,"Transit",719.16600000
"Kepler-301 c","Kepler-301",5.41902600000,1.35000000,2.39000000,989.00,2014,"Transit",719.16600000
"Kepler-342 d","Kepler-342",39.45935700000,2.49000000,6.76000000,658.00,2014,"Transit",781.61100000
"Kepler-191 b","Kepler-191",9.93963200000,1.34000000,2.36000000,722.00,2014,"Transit",594.46400000
"Kepler-194 d","Kepler-194",52.81497300000,2.40000000,6.35000000,562.00,2014,"Transit",1097.97000000
"Kepler-208 e","Kepler-208",16.25945800000,1.48000000,2.79000000,880.00,2014,"Transit",775.32800000
"Kepler-344 c","Kepler-344",125.59680900000,2.95000000,9.01000000,360.00,2014,"Transit",1002.94000000
"Kepler-304 d","Kepler-304",9.65347100000,2.75000000,8.00000000,611.00,2014,"Transit",434.68400000
"Kepler-304 c","Kepler-304",5.31594600000,2.17000000,5.35000000,746.00,2014,"Transit",434.68400000
"Kepler-81 d","Kepler-81",20.83784600000,1.21000000,1.92000000,418.00,2014,"Transit",348.29100000
"Kepler-548 b","Kepler-548",4.45419433800,11.99000000,,1017.00,2016,"Transit",751.77600000
"Kepler-723 b","Kepler-723",4.08227506800,12.19000000,,1016.00,2016,"Transit",1071.80000000
"Kepler-197 e","Kepler-197",25.20971500000,0.91000000,0.69300000,691.00,2014,"Transit",330.57500000
"Kepler-200 c","Kepler-200",10.22215700000,1.59000000,3.15000000,806.00,2014,"Transit",665.91200000
"Kepler-346 c","Kepler-346",23.85154900000,3.07000000,9.64000000,654.00,2014,"Transit",984.10500000
"Kepler-350 b","Kepler-350",11.18956200000,1.85000000,16.90000000,1037.00,2014,"Transit",956.85900000
"Kepler-306 e","Kepler-306",44.84097500000,2.27000000,5.77000000,390.00,2014,"Transit",775.67900000
"Kepler-84 e","Kepler-84",27.43438900000,2.60000000,7.27000000,672.00,2014,"Transit",1023.90000000
"Kepler-265 e","Kepler-265",67.83102400000,2.59000000,7.22000000,476.00,2014,"Transit",1280.25000000
"Kepler-217 c","Kepler-217",8.58600400000,1.85000000,4.08000000,1208.00,2014,"Transit",1104.64000000
"Kepler-220 d","Kepler-220",28.12239700000,0.98000000,0.90400000,401.00,2014,"Transit",171.10900000
"Kepler-351 b","Kepler-351",37.05491900000,3.06000000,4.80000000,498.00,2014,"Transit",1083.91000000
"Kepler-352 b","Kepler-352",10.05537000000,0.86000000,0.56600000,694.00,2014,"Transit",252.73300000
"Kepler-84 d","Kepler-84",4.22453700000,1.38000000,2.48000000,1254.00,2014,"Transit",1023.90000000
"Kepler-310 d","Kepler-310",92.87612500000,2.47000000,7.00000000,353.00,2014,"Transit",602.26800000
"Kepler-282 b","Kepler-282",9.22052400000,1.01000000,1.01000000,817.00,2014,"Transit",1337.61000000
"Kepler-282 c","Kepler-282",13.63872300000,1.20000000,1.87000000,717.00,2014,"Transit",1337.61000000
"Kepler-220 e","Kepler-220",45.90273300000,1.33000000,2.33000000,341.00,2014,"Transit",171.10900000
"Kepler-154 c","Kepler-154",62.30327600000,2.95000000,9.01000000,454.00,2014,"Transit",915.21200000
"Kepler-353 b","Kepler-353",5.79527800000,0.89000000,0.64000000,534.00,2014,"Transit",384.69400000
"Kepler-85 e","Kepler-85",25.21675100000,1.27000000,0.60000000,559.00,2014,"Transit",765.02500000
"Kepler-55 e","Kepler-55",4.61753400000,1.55000000,3.02000000,728.00,2014,"Transit",578.79600000
"Kepler-310 b","Kepler-310",13.93069800000,1.19000000,1.81000000,665.00,2014,"Transit",602.26800000
"Kepler-286 e","Kepler-286",29.22128900000,1.77000000,3.78000000,539.00,2014,"Transit",1226.85000000
"Kepler-368 c","Kepler-368",72.37933400000,3.88000000,14.30000000,575.00,2014,"Transit",770.97800000
"Kepler-356 b","Kepler-356",4.61269600000,1.57000000,3.09000000,1294.00,2014,"Transit",707.55900000
"Kepler-354 d","Kepler-354",24.20984200000,1.24000000,2.07000000,451.00,2014,"Transit",554.06400000
"Kepler-313 c","Kepler-313",32.27327300000,2.57000000,7.13000000,683.00,2014,"Transit",1079.39524871
"Kepler-142 b","Kepler-142",2.02415200000,1.99000000,4.62000000,1597.00,2014,"Transit",548.68600000
"Kepler-487 b","Kepler-487",15.35876840300,11.42000000,,662.00,2016,"Transit",872.34300000
"Kepler-506 b","Kepler-506",6.88340550000,2.73000000,7.90000000,1080.00,2016,"Transit",228.43900000
"K2-419 A b","K2-419 A",20.35847252000,10.55000000,196.00000000,377.00,2024,"Transit",268.68500000
"TOI-4794 b","TOI-4794",3.56581160000,14.35870428,308.29355479,1673.00,2025,"Transit",543.00800000
"K2-398 c","K2-398",18.78783900000,5.09800000,22.80000000,,2022,"Transit",606.99200000
"Kepler-299 e","Kepler-299",38.28548900000,1.87000000,4.16000000,534.00,2014,"Transit",1052.24000000
"Kepler-372 b","Kepler-372",6.84969200000,1.36000000,2.42000000,1081.00,2014,"Transit",1493.95000000
"Kepler-378 c","Kepler-378",28.90600900000,0.70000000,0.27100000,414.00,2014,"Transit",152.09400000
"Kepler-357 c","Kepler-357",16.85837000000,2.67000000,7.61000000,576.00,2014,"Transit",688.57300000
"Kepler-308 c","Kepler-308",15.38231000000,2.16000000,5.31000000,714.00,2014,"Transit",1335.92000000
"Kepler-124 b","Kepler-124",3.41049300000,0.73000000,0.31500000,892.00,2014,"Transit",420.04600000
"Kepler-235 b","Kepler-235",3.34022200000,2.23000000,5.60000000,731.00,2014,"Transit",428.01800000
"Kepler-392 c","Kepler-392",10.42311800000,1.10000000,1.37000000,901.00,2014,"Transit",681.42800000
"Kepler-360 c","Kepler-360",7.18643400000,2.10000000,5.06000000,860.00,2014,"Transit",876.04400000
"Kepler-363 b","Kepler-363",3.61456800000,1.16000000,1.65000000,1347.00,2014,"Transit",762.59600000
"Kepler-319 d","Kepler-319",31.78192500000,2.29000000,5.86000000,528.00,2014,"Transit",503.43600000
"Kepler-319 b","Kepler-319",4.36270500000,1.63000000,3.29000000,1023.00,2014,"Transit",503.43600000
"Kepler-398 c","Kepler-398",11.41941200000,1.01000000,1.01000000,536.00,2014,"Transit",177.35500000
"Kepler-399 b","Kepler-399",14.42528100000,0.96000000,0.84000000,773.00,2014,"Transit",740.53700000
"Kepler-379 b","Kepler-379",20.09838000000,1.66000000,3.39000000,775.00,2014,"Transit",731.27400000
"Kepler-198 b","Kepler-198",17.79003700000,2.82000000,8.35000000,655.00,2014,"Transit",495.35800000
"Kepler-372 d","Kepler-372",30.09256800000,1.69000000,3.50000000,660.00,2014,"Transit",1493.95000000
"Kepler-146 b","Kepler-146",31.15879900000,3.71000000,13.30000000,639.00,2014,"Transit",716.79700000
"Kepler-250 b","Kepler-250",4.14814100000,1.13000000,1.51000000,938.00,2014,"Transit",760.58500000
"Kepler-390 c","Kepler-390",13.06002200000,0.79000000,0.41800000,630.00,2014,"Transit",435.27700000
"Kepler-373 c","Kepler-373",16.72594800000,1.24000000,2.07000000,729.00,2014,"Transit",1090.45000000
"Kepler-326 b","Kepler-326",2.24832900000,1.52000000,44.60000000,1127.00,2014,"Transit",487.67500000
"Kepler-325 c","Kepler-325",12.76217200000,2.54000000,6.99000000,721.00,2014,"Transit",823.24200000
"Kepler-46 d","Kepler-46",6.76658900000,1.64000000,3.33000000,845.00,2014,"Transit",777.06000000
"Kepler-142 c","Kepler-142",4.76170200000,2.86000000,8.55000000,1201.00,2014,"Transit",548.68600000
"Kepler-374 d","Kepler-374",5.02821900000,1.31000000,2.27000000,1272.00,2014,"Transit",1265.61000000
"Kepler-375 b","Kepler-375",12.12593400000,1.45000000,2.70000000,851.00,2014,"Transit",1238.81000000
"Kepler-256 b","Kepler-256",1.62049300000,1.59000000,3.15000000,1681.00,2014,"Transit",1026.43000000
"Kepler-327 d","Kepler-327",13.96945700000,1.73000000,3.64000000,387.00,2014,"Transit",241.98700000
"Kepler-403 c","Kepler-403",54.28074900000,1.75000000,3.71000000,604.00,2014,"Transit",840.26900000
"Kepler-209 c","Kepler-209",41.74988200000,3.10000000,9.80000000,486.00,2014,"Transit",576.94600000
"Kepler-246 c","Kepler-246",11.18716100000,1.50000000,2.86000000,667.00,2014,"Transit",626.07800000
"Kepler-250 d","Kepler-250",17.64831200000,2.18000000,5.39000000,579.00,2014,"Transit",760.58500000
"Kepler-376 b","Kepler-376",4.92019900000,1.07000000,1.24000000,1242.00,2014,"Transit",923.06700000
"Kepler-380 c","Kepler-380",7.63000400000,1.27000000,2.15000000,1056.00,2014,"Transit",813.71300000
"Kepler-130 d","Kepler-130",87.51790500000,1.64000000,3.33000000,451.00,2014,"Transit",316.66300000
"Kepler-252 b","Kepler-252",6.66839100000,1.23000000,2.04000000,587.00,2014,"Transit",379.42400000
"Kepler-255 b","Kepler-255",5.71460600000,1.55000000,3.02000000,971.00,2014,"Transit",1052.53000000
"Kepler-381 b","Kepler-381",5.62902100000,0.99000000,0.93700000,1576.00,2014,"Transit",267.32300000
"Kepler-383 c","Kepler-383",31.20075100000,1.24000000,2.07000000,406.00,2014,"Transit",470.00000000
"Kepler-331 d","Kepler-331",32.13432800000,1.64000000,3.33000000,346.00,2014,"Transit",580.11900000
"Kepler-333 c","Kepler-333",24.08821000000,1.11000000,1.41000000,386.00,2014,"Transit",324.41300000
"HATS-33 b","HATS-33",2.54955510000,13.78707000,378.85336000,1429.00,2016,"Transit",248.46000000
"TOI-2154 b","TOI-2154",3.82408010000,16.28664896,292.40213444,1580.00,2023,"Transit",296.46000000
"TOI-4666 b","TOI-4666",2.90891650000,12.53164042,155.41809102,695.00,2025,"Transit",154.74900000
"WASP-194 b","WASP-194",3.18338700000,15.47960235,373.13054982,1693.00,2025,"Transit",476.83100000
"HD 147379 b","HD 147379",86.58000000000,4.94000000,21.60000000,,2017,"Radial Velocity",10.76430000
"TOI-2338 b","TOI-2338",22.65398000000,11.20898070,1900.61387386,799.00,2023,"Transit",313.99600000
"Kepler-1979 b","Kepler-1979",18.50845260000,29.33000000,,683.00,2023,"Transit",1076.27000000
"K2-407 c","K2-407",9.22453000000,1.36000000,2.42000000,,2022,"Transit",218.37600000
"K2-55 b","K2-55",2.84927100000,4.43000000,44.00000000,900.00,2016,"Transit",159.52200000
"K2-60 b","K2-60",3.00265000000,7.65574700,135.39558000,1400.00,2016,"Transit",491.87000000
"Kepler-405 c","Kepler-405",29.72668200000,4.66000000,19.60000000,557.00,2014,"Transit",1065.08000000
"Kepler-256 d","Kepler-256",5.83917200000,2.48000000,6.71000000,1097.00,2014,"Transit",1026.43000000
"Kepler-258 c","Kepler-258",33.65307900000,3.61000000,12.70000000,470.00,2014,"Transit",575.98800000
"Kepler-387 c","Kepler-387",11.83754900000,0.89000000,0.64000000,826.00,2014,"Transit",801.05200000
"Kepler-334 d","Kepler-334",25.09849000000,1.41000000,2.57000000,656.00,2014,"Transit",426.59000000
"Kepler-336 b","Kepler-336",2.02482300000,1.02000000,1.04000000,1625.00,2014,"Transit",768.86000000
"Kepler-149 c","Kepler-149",55.32832800000,1.61000000,3.22000000,436.00,2014,"Transit",571.03400000
"Kepler-393 c","Kepler-393",14.61361200000,1.33000000,2.33000000,901.00,2014,"Transit",881.40400000
"Kepler-292 c","Kepler-292",3.71533500000,1.47000000,2.76000000,1001.00,2014,"Transit",1056.48000000
"Kepler-337 b","Kepler-337",3.29278100000,1.54000000,2.99000000,1458.00,2014,"Transit",677.97500000
"Kepler-338 c","Kepler-338",24.31085600000,2.34000000,6.08000000,831.00,2014,"Transit",552.79800000
"K2-405 b","K2-405",3.43547100000,4.56900000,18.90000000,969.00,2022,"Transit",197.23400000
"TOI-1346 c","TOI-1346",5.50255800000,2.23000000,5.60000000,928.00,2025,"Transit",115.45000000
"Kepler-102 d","Kepler-102",10.31176700000,1.15400000,3.00000000,686.00,2014,"Transit",107.79600000
"HD 20329 b","HD 20329",0.92611800000,1.72000000,7.42000000,2141.00,2022,"Transit",63.67960000
"HIP 111909 c","HIP 111909",893.63000000000,13.90000000,257.44100967,,2025,"Radial Velocity",88.07700000
"Kepler-158 d","Kepler-158",0.64508800000,0.43000000,0.04720000,,2024,"Transit",315.17700000
"Kepler-169 f","Kepler-169",87.09019500000,2.58000000,7.18000000,321.00,2014,"Transit",406.52900000
"Kepler-265 b","Kepler-265",6.84626200000,1.86000000,4.12000000,1022.00,2014,"Transit",1280.25000000
"Kepler-269 c","Kepler-269",8.12789900000,1.69000000,3.50000000,875.00,2014,"Transit",2257.32000000
"Kepler-395 b","Kepler-395",7.05434600000,1.03000000,1.08000000,576.00,2014,"Transit",421.38200000
"Kepler-298 d","Kepler-298",77.47363300000,2.50000000,6.80000000,277.00,2014,"Transit",518.20400000
"Kepler-339 c","Kepler-339",6.98805500000,1.15000000,7.30000000,914.00,2014,"Transit",616.63700000
"Kepler-339 d","Kepler-339",10.55834500000,1.17000000,14.70000000,796.00,2014,"Transit",616.63700000
"Kepler-171 d","Kepler-171",39.59551900000,1.89000000,4.23000000,497.00,2014,"Transit",863.85500000
"Kepler-174 d","Kepler-174",247.35373000000,2.19000000,5.43000000,212.00,2014,"Transit",384.75700000
"Kepler-272 d","Kepler-272",10.93730400000,2.25000000,5.69000000,777.00,2014,"Transit",889.60800000
"Kepler-206 d","Kepler-206",23.44281000000,1.19000000,1.81000000,681.00,2014,"Transit",594.44700000
"Kepler-122 c","Kepler-122",12.46598800000,5.87000000,29.00000000,897.00,2014,"Transit",1027.45000000
"Kepler-251 c","Kepler-251",16.51404300000,2.77000000,8.10000000,655.00,2014,"Transit",924.62500000
"Kepler-234 c","Kepler-234",7.21205000000,3.51000000,12.10000000,1025.00,2014,"Transit",1733.10000000
"KOI-1257 b","KOI-1257",86.64766100000,10.54000000,460.83000000,511.00,2014,"Transit",656.00000000
"OGLE-2008-BLG-355L b","OGLE-2008-BLG-355L",,12.90000000,1500.00000000,,2014,"Microlensing",6800.00000000
"Kepler-200 b","Kepler-200",8.59480500000,2.13000000,5.18000000,854.00,2014,"Transit",665.91200000
"Kepler-188 c","Kepler-188",5.99655300000,3.19000000,10.30000000,1025.00,2014,"Transit",968.54400000
"Kepler-252 c","Kepler-252",10.84846300000,2.15000000,5.27000000,499.00,2014,"Transit",379.42400000
"Kepler-1928 b","Kepler-1928",19.57783000000,1.99200000,4.63000000,621.00,2021,"Transit",326.36200000
"Gaia-5 b","Gaia-5",358.62000000000,12.10000000,6633.07885409,,2025,"Astrometry",41.18130000
"Kepler-1981 b","Kepler-1981",453.54212000000,9.23000000,62.50000000,390.00,2023,"Transit",659.39500000
"TOI-3082 b","TOI-3082",1.92690700000,3.66210000,13.00000000,1032.78,2023,"Transit",113.04800000
"WASP-8 b","WASP-8",8.15872000000,12.66617000,807.28820000,1059.00,2010,"Transit",89.96060000
"Kepler-107 b","Kepler-107",3.18002180000,1.53600000,3.80000000,1592.00,2014,"Transit",525.99700000
"GJ 508.2 b","GJ 508.2",5300.00000000000,,587.98255295,,2025,"Radial Velocity",16.63740000
"TOI-6086 b","TOI-6086",1.38887250000,1.18000000,1.76000000,634.00,2024,"Transit",31.45660000
"KELT-12 b","KELT-12",5.03162300000,19.95202000,301.93850000,1800.00,2017,"Transit",368.03000000
"HIP 67851 b","HIP 67851",89.23000000000,13.70000000,365.50266805,,2015,"Radial Velocity",64.11810000
"TOI-2443 b","TOI-2443",15.66858000000,2.36300000,4.80000000,519.00,2023,"Transit",23.92580000
"Kepler-1983 b","Kepler-1983",7.32851947000,2.33000000,6.04000000,807.00,2023,"Transit",424.42800000
"Kepler-421 b","Kepler-421",704.19840000000,4.16000000,16.10000000,185.00,2014,"Transit",348.55800000
"Kepler-343 c","Kepler-343",23.22182000000,2.02000000,4.74000000,746.00,2014,"Transit",927.19300000
"TOI-2141 d","TOI-2141",60.45000000000,3.97000000,14.90000000,491.40,2025,"Radial Velocity",77.68200000
"TOI-2719 b","TOI-2719",3.37594000000,5.98000000,29.90000000,1710.00,2025,"Transit",588.36800000
"NGTS-24 b","NGTS-24",3.46787960000,13.60770257,165.27077164,1499.00,2022,"Transit",683.06200000
"Kepler-190 b","Kepler-190",2.01999900000,1.56000000,3.05000000,1166.00,2014,"Transit",433.38700000
"Kepler-253 c","Kepler-253",10.28195100000,2.65000000,7.51000000,680.00,2014,"Transit",838.59500000
"Kepler-170 c","Kepler-170",16.66586300000,2.86000000,8.55000000,702.00,2014,"Transit",738.65700000
"Kepler-205 c","Kepler-205",20.30654600000,1.64000000,3.33000000,389.00,2014,"Transit",159.72000000
"KELT-7 b","KELT-7",2.73477000000,17.93440000,441.78370000,2048.00,2015,"Transit",136.68100000
"WASP-127 b","WASP-127",4.17806203000,14.69499900,52.34660100,1400.00,2016,"Transit",159.50700000
"TOI-216.02","TOI-216",17.16073000000,8.00000000,18.75187601,628.00,2019,"Transit",177.94500000
"HATS-59 c","HATS-59",1422.00000000000,12.30000000,4036.44100000,175.90,2018,"Radial Velocity",642.88400000
"Kepler-202 b","Kepler-202",4.06942700000,1.63000000,3.29000000,802.00,2014,"Transit",285.11100000
"Kepler-214 c","Kepler-214",28.77980000000,2.13000000,5.18000000,619.00,2014,"Transit",1208.44000000
"Kepler-192 b","Kepler-192",9.92674600000,2.74000000,7.95000000,803.00,2014,"Transit",651.67400000
"Kepler-196 c","Kepler-196",47.42773700000,2.24000000,5.65000000,407.00,2014,"Transit",451.31200000
"Kepler-245 d","Kepler-245",36.27710800000,3.03000000,21.60000000,445.00,2014,"Transit",861.52700000
"Kepler-101 c","Kepler-101",6.02976000000,1.25000000,3.78000000,1413.00,2014,"Transit",927.98100000
"Kepler-154 b","Kepler-154",33.04053200000,2.26000000,5.73000000,561.00,2014,"Transit",915.21200000
"Kepler-359 d","Kepler-359",77.09569100000,4.01000000,2.70000000,464.00,2014,"Transit",1443.21000000
"Kepler-256 c","Kepler-256",3.38802000000,2.15000000,5.27000000,1315.00,2014,"Transit",1026.43000000
"Kepler-254 b","Kepler-254",5.82666200000,3.87000000,14.30000000,1013.00,2014,"Transit",1389.48000000
"Kepler-184 c","Kepler-184",20.30300500000,1.97000000,8.80000000,630.00,2014,"Transit",610.32600000
"Kepler-248 b","Kepler-248",6.30820500000,3.02000000,9.38000000,819.00,2014,"Transit",738.79200000
"KIC 10001893 b","KIC 10001893",0.21970000000,,,,2014,"Orbital Brightness Modulation",1672.94000000
"KIC 10001893 c","KIC 10001893",0.32528000000,,,,2014,"Orbital Brightness Modulation",1672.94000000
"Kepler-172 b","Kepler-172",2.94030900000,2.35000000,6.12000000,1256.00,2014,"Transit",828.59200000
"Kepler-205 b","Kepler-205",2.75564000000,1.51000000,2.89000000,757.00,2014,"Transit",159.72000000
"Kepler-257 c","Kepler-257",6.58148400000,5.41000000,25.20000000,881.00,2014,"Transit",780.25600000
"Kepler-217 b","Kepler-217",5.37494300000,2.23000000,5.60000000,1413.00,2014,"Transit",1104.64000000
"Kepler-174 c","Kepler-174",44.00052900000,1.49000000,2.83000000,377.00,2014,"Transit",384.75700000
"Kepler-251 d","Kepler-251",30.13300100000,2.77000000,8.10000000,536.00,2014,"Transit",924.62500000
"Kepler-423 b","Kepler-423",2.68432850000,13.36100000,189.10100000,1605.00,2014,"Transit",758.75300000
"HS Psc b","HS Psc",3.98600000000,13.60000000,464.02947422,,2024,"Radial Velocity",37.66040000
"EPIC 212587672 c","EPIC 212587672",23.22855500000,2.32000000,5.99000000,658.00,2021,"Transit",320.07000000
"TOI-2093 c","TOI-2093",53.81149000000,2.30000000,15.80000000,329.00,2025,"Transit",82.79820000
"TOI-1266 b","TOI-1266",10.89450000000,2.52000000,4.46000000,415.00,2020,"Transit",36.01180000
"HD 222237 b","HD 222237",14892.00000000000,12.80000000,1649.52943233,,2024,"Radial Velocity",11.44690000
"WASP-195 b","WASP-195",5.05192800000,10.31226224,33.05415433,1522.00,2025,"Transit",484.85200000
"TOI-4308 b","TOI-4308",9.15120100000,2.41890000,6.43000000,763.05,2023,"Transit",108.93200000
"Kepler-1989 b","Kepler-1989",10.16102352800,4.62000000,19.30000000,904.00,2023,"Transit",1252.13000000
"KELT-11 b","KELT-11",4.73620865000,15.13212395,65.15482343,1712.00,2017,"Transit",99.15960000
"HD 167677 b","HD 167677",1820.00000000000,13.20000000,905.81095995,,2023,"Radial Velocity",54.32580000
"TOI-2095 b","TOI-2095",17.66484000000,1.25000000,4.10000000,347.00,2023,"Transit",41.91760000
"HIP 29442 d","TOI-469",6.42957500000,1.53800000,5.14000000,920.00,2023,"Radial Velocity",68.19200000
"TOI-1749 b","TOI-1749",2.38839000000,1.39000000,57.00000000,831.00,2021,"Transit",99.55610000
"TOI-3819 b","TOI-3819",3.24431410000,13.13692538,352.78953177,1633.00,2023,"Transit",558.14100000
"KIC 10001893 d","KIC 10001893",0.81161000000,,,,2014,"Orbital Brightness Modulation",1672.94000000
"Kepler-361 b","Kepler-361",8.48661600000,1.45000000,2.70000000,1060.00,2014,"Transit",930.32000000
"Kepler-362 b","Kepler-362",10.32718600000,0.88000000,0.61500000,838.00,2014,"Transit",1090.51000000
"Kepler-218 c","Kepler-218",44.69957600000,3.14000000,10.00000000,500.00,2014,"Transit",656.38000000
"Kepler-193 b","Kepler-193",11.38848000000,2.39000000,6.30000000,979.00,2014,"Transit",1009.10000000
"Kepler-253 d","Kepler-253",18.11986900000,3.17000000,10.20000000,563.00,2014,"Transit",838.59500000
"Kepler-192 c","Kepler-192",21.22340000000,2.79000000,8.20000000,623.00,2014,"Transit",651.67400000
"TOI-561 b","TOI-561",0.44656970000,1.39700000,2.02000000,2319.00,2020,"Transit",85.79900000
"GJ 317 c","GJ 317",6500.00000000000,13.60000000,454.49462201,,2018,"Radial Velocity",15.19680000
"TOI-1180 b","TOI-1180",9.68676037800,3.07200000,10.00000000,638.18,2024,"Transit",72.02380000
"Kepler-1471 b","Kepler-1471",3.63899398000,1.41000000,2.57000000,1238.00,2016,"Transit",978.67800000
"L 98-59 b","L 98-59",2.25311400000,0.83700000,0.46000000,620.00,2019,"Transit",10.61940000
"L 98-59 c","L 98-59",3.69067640000,1.32900000,2.00000000,526.00,2019,"Transit",10.61940000
"L 98-59 d","L 98-59",7.45072900000,1.62700000,1.64000000,416.00,2019,"Transit",10.61940000
"L 98-59 e","L 98-59",12.82780000000,1.49000000,2.82000000,347.00,2021,"Radial Velocity",10.61940000
"L 98-59 f","L 98-59",23.06400000000,1.48000000,2.80000000,285.00,2025,"Radial Velocity",10.61940000
"K2-414 b","K2-414",4.36960000000,1.21900000,1.98000000,,2022,"Transit",260.03600000
"HIP 29442 c","TOI-469",3.53795590000,1.55100000,4.50000000,1123.00,2023,"Radial Velocity",68.19200000
"TOI-1174 b","TOI-1174",8.95348768300,2.56200000,32.00000000,713.83,2024,"Transit",94.63750000
"WASP-136 b","WASP-136",5.21536178778,16.81347105,479.92089457,1630.00,2016,"Transit",275.58700000
"TOI-1439 b","TOI-1439",27.64400000000,4.24278610,38.50000000,748.40,2024,"Transit",230.30600000
"HD 118203 c","HD 118203",5103.00000000000,12.40000000,3747.19691853,146.00,2024,"Radial Velocity",92.25890000
"K2-331 c","K2-331",22.99659100000,2.72000000,7.85000000,673.00,2021,"Transit",211.43000000
